City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,santa maria,-29.6842,-53.8069,74.5,69,20,4.61,BR,1682949260
289,nabire,-3.3667,135.4833,77.34,93,100,4.5,ID,1682949261
290,fairbanks,64.8378,-147.7164,33.76,77,40,5.75,US,1682949145
291,tonstad,58.6626,6.7169,45.19,93,97,7.45,NO,1682949261
292,sanchursk,56.9413,47.2499,71.76,63,100,7.87,RU,1682949261
293,maceio,-9.6658,-35.7353,85.44,70,75,6.91,BR,1682949261
294,cairns,-16.9167,145.7667,76.95,87,75,8.05,AU,1682949261
295,rusape,-18.5278,32.1284,69.51,51,64,7.7,ZW,1682949262
296,bubaque,11.2833,-15.8333,78.17,78,71,9.64,GW,1682949262
297,lata,40.1629,-8.3327,80.92,46,99,8.1,PT,1682949262
298,odessa,46.4775,30.7326,60.55,45,53,13.71,UA,1682949262
299,manzhouli,49.6,117.4333,69.85,13,100,20.11,CN,1682949262
300,hua hin,12.5707,99.9588,84.16,76,100,8.12,TH,1682949263
301,kaitangata,-46.2817,169.8464,49.96,97,100,5.1,NZ,1682949263
302,misasi,-3.0,33.0833,70.34,85,100,6.4,TZ,1682949263
303,ancud,-41.8697,-73.8203,46.49,89,100,7.63,CL,1682949263
304,bayan,46.0833,127.4,51.26,55,62,9.04,CN,1682949263
305,lensk,60.7253,114.9278,28.42,90,60,5.28,RU,1682949263
306,praia da vitoria,38.7333,-27.0667,66.45,68,40,19.1,PT,1682949264
307,fortuna,40.5982,-124.1573,49.93,90,100,4.0,US,1682949264
308,port alfred,-33.5906,26.891,73.18,68,22,5.99,ZA,1682949264
309,port lincoln,-34.7333,135.8667,60.46,83,13,11.72,AU,1682949264
310,itarema,-2.9248,-39.9167,83.61,73,100,8.97,BR,1682949264
311,college,64.8569,-147.8028,33.75,75,75,5.75,US,1682949264
312,les cayes,18.2,-73.75,84.25,64,57,7.47,HT,1682949020
313,pangody,65.85,74.4859,20.66,96,7,5.17,RU,1682949265
314,nemuro,43.3236,145.575,40.32,94,51,8.59,JP,1682949265
315,nanortalik,60.1432,-45.2371,34.99,58,32,3.33,GL,1682949265
316,seabra,-12.4186,-41.7703,70.9,80,100,1.59,BR,1682949265
317,tilichiki,60.4667,166.1,4.93,98,77,7.14,RU,1682949265
318,gizo,-8.103,156.8419,83.28,79,100,6.31,SB,1682949266
319,ust-maya,60.4167,134.5333,20.23,98,21,2.53,RU,1682949266
320,panguna,-6.3164,155.4848,69.21,94,100,1.92,PG,1682949266
321,nouadhibou,20.931,-17.0347,70.84,70,0,16.69,MR,1682949266
322,marsa matruh,31.3525,27.2453,69.49,52,10,12.44,EG,1682949266
323,alice springs,-23.7,133.8833,58.55,51,70,6.04,AU,1682949266
324,egvekinot,66.3167,-179.1667,2.97,88,98,12.12,RU,1682949266
325,homer,59.6425,-151.5483,40.8,71,40,8.01,US,1682949267
326,lokoja,7.8024,6.743,95.18,40,72,8.48,NG,1682949267
327,nizwa,22.9333,57.5333,95.76,9,0,6.24,OM,1682949267
328,jumla,29.2747,82.1838,47.53,97,100,2.77,NP,1682949267
329,kavieng,-2.5744,150.7967,81.34,82,100,10.76,PG,1682949267
330,sao filipe,14.8961,-24.4956,77.76,67,0,9.75,CV,1682949267
331,port-gentil,-0.7193,8.7815,87.76,66,40,9.22,GA,1682949268
332,kalmunai,7.4167,81.8167,81.39,82,100,10.13,LK,1682949268
333,taunggyi,20.7833,97.0333,71.4,42,6,2.73,MM,1682949268
334,kieta,-6.2167,155.6333,79.83,85,100,4.9,PG,1682949268
335,kruisfontein,-34.0033,24.7314,72.88,59,3,17.67,ZA,1682949268
336,sosnovo-ozerskoye,52.5249,111.5418,39.65,65,51,6.26,RU,1682949269
337,apatou,5.155,-54.3472,86.61,60,53,5.41,GF,1682949269
338,palmer,42.1584,-72.3287,52.32,78,100,18.41,US,1682949269
339,gouyave,12.1646,-61.7296,84.97,70,40,20.71,GD,1682949269
340,novo cruzeiro,-17.4681,-41.8753,77.72,61,92,2.44,BR,1682949269
341,sao joao da barra,-21.6403,-41.0511,77.09,75,58,4.29,BR,1682949269
342,jamtara,23.95,86.8,82.35,43,100,8.77,IN,1682949270
343,tieli,46.95,128.05,48.25,62,96,7.16,CN,1682949270
344,oranjemund,-28.55,16.4333,62.19,72,0,13.06,NA,1682949270
345,taoudenni,22.6783,-3.9836,109.9,4,0,4.12,ML,1682949270
346,pucallpa,-8.3791,-74.5539,77.04,83,75,0.0,PE,1682949270
347,calamar,10.2511,-74.9146,85.08,68,100,4.27,CO,1682949270
348,klaksvik,62.2266,-6.589,40.12,78,99,23.51,FO,1682949271
349,asosa,10.0667,34.5333,74.44,54,100,4.34,ET,1682949271
350,natal,-5.795,-35.2094,84.85,65,75,11.5,BR,1682949271
351,guadalupe victoria,32.2869,-115.105,60.87,62,0,6.62,MX,1682949271
352,concordia,-31.393,-58.0209,59.07,80,0,8.05,AR,1682949271
353,virginia beach,36.8529,-75.978,60.03,56,40,13.8,US,1682949152
354,riachao das neves,-11.7461,-44.91,81.84,59,95,6.76,BR,1682949271
355,trelew,-43.249,-65.3051,52.77,37,0,25.23,AR,1682949272
356,port blair,11.6667,92.75,84.96,70,41,6.96,IN,1682949272
357,ucluelet,48.9329,-125.5528,45.09,92,25,4.18,CA,1682949272
358,tupik,54.4253,119.9327,33.94,98,98,5.39,RU,1682949272
359,sheregesh,52.9209,87.9869,28.76,89,100,2.17,RU,1682949272
360,nortelandia,-14.4547,-56.8028,86.04,61,0,3.47,BR,1682949272
361,leshukonskoye,64.8989,45.7622,33.64,100,100,8.01,RU,1682949273
362,severo-kurilsk,50.6789,156.125,33.51,96,100,15.12,RU,1682949273
363,kodinsk,58.6881,99.1844,25.61,95,50,0.98,RU,1682949273
364,flin flon,54.7682,-101.865,30.04,80,20,0.0,CA,1682949273
365,bilibino,68.0546,166.4372,1.08,98,55,5.59,RU,1682949273
366,rognedino,53.8015,33.5576,51.01,37,14,14.43,RU,1682949273
367,lorengau,-2.0226,147.2712,81.77,79,100,7.85,PG,1682949274
368,meulaboh,4.1363,96.1285,81.16,85,100,2.62,ID,1682949274
369,nyagan,62.1406,65.3936,39.2,69,100,6.58,RU,1682949274
370,san juan,-31.5375,-68.5364,57.15,42,0,3.42,AR,1682949128
371,kandrian,-6.2167,149.55,78.51,91,62,6.33,PG,1682949274
372,songea,-10.6833,35.65,74.55,64,75,4.61,TZ,1682949274
373,khakhea,-24.6895,23.494,88.23,22,66,10.47,BW,1682949275
374,evensk,61.95,159.2333,17.85,83,57,14.67,RU,1682949275
375,khandyga,62.6667,135.6,31.57,95,100,2.55,RU,1682949275
376,marzuq,14.4,46.4667,82.63,50,100,11.32,YE,1682949275
377,los llanos de aridane,28.6585,-17.9182,74.95,41,0,8.05,ES,1682949275
378,dalsingh sarai,25.6667,85.8333,81.05,49,82,6.71,IN,1682949275
379,puerto del rosario,28.5004,-13.8627,74.95,57,0,12.66,ES,1682949275
380,saint-joseph,-21.3667,55.6167,78.48,80,29,2.57,RE,1682949276
381,wasilla,61.5814,-149.4394,44.58,52,100,9.22,US,1682949205
382,aquiraz,-3.9014,-38.3911,82.49,72,100,9.44,BR,1682949276
383,tasiilaq,65.6145,-37.6368,35.76,61,3,2.13,GL,1682949276
384,batagay,67.6333,134.6333,24.64,92,100,2.59,RU,1682949276
385,aripuana,-9.1667,-60.6333,84.0,70,100,2.77,BR,1682949276
386,bonthe,7.5264,-12.505,87.94,61,100,11.81,SL,1682949277
387,rapid city,44.0805,-103.231,47.86,51,0,5.99,US,1682949214
388,champerico,14.3,-91.9167,79.34,63,97,5.08,GT,1682949277
389,wewak,-3.5534,143.6268,80.38,84,38,2.71,PG,1682949277
390,amapa,1.0,-52.0,78.24,87,100,3.09,BR,1682949277
391,creston,41.0586,-94.3614,45.72,61,0,24.16,US,1682949277
392,lhokseumawe,5.1801,97.1507,82.24,83,32,2.93,ID,1682949278
393,avera,33.194,-82.5271,60.85,52,61,12.39,US,1682949278
394,viedma,-40.8135,-62.9967,56.66,33,0,12.84,AR,1682949278
395,norden,53.6,7.2,62.94,46,100,7.31,DE,1682949181
396,velventos,40.2517,22.0631,68.95,48,100,8.05,GR,1682949278
397,hwange,-18.3693,26.5019,87.28,26,8,6.71,ZW,1682949278
398,nara,34.6851,135.8049,55.49,72,0,4.45,JP,1682949184
399,marfino,55.7028,37.3822,44.85,70,75,11.18,RU,1682949279
400,kiruna,67.8557,20.2251,38.32,48,21,8.05,SE,1682949279
401,mandan,46.8267,-100.8896,43.57,64,0,4.61,US,1682949193
402,zanesti,46.8167,26.55,63.45,42,4,8.52,RO,1682949279
403,watertown,42.3709,-71.1828,58.05,85,99,8.99,US,1682949279
404,sorong,-0.8833,131.25,78.31,90,100,7.4,ID,1682949279
405,kamina,-8.7386,24.9906,76.41,60,93,6.22,CD,1682949280
406,kasempa,-13.4584,25.8338,76.69,36,99,6.06,ZM,1682949280
407,ibra,22.6906,58.5334,94.35,11,0,15.35,OM,1682949280
408,marienburg,54.0359,19.0266,63.03,48,81,9.89,PL,1682949280
409,kisangani,0.5167,25.2,81.72,64,87,1.57,CD,1682949280
410,wajima,37.4,136.9,52.12,71,0,11.16,JP,1682949281
411,moree,-29.4667,149.85,54.14,47,75,5.46,AU,1682949281
412,hammerfest,70.6634,23.6821,41.45,70,20,4.61,NO,1682949281
413,porto velho,-8.7619,-63.9039,82.45,74,0,2.3,BR,1682949282
414,tazovskiy,67.4667,78.7,15.04,94,6,5.01,RU,1682949283
415,teguldet,57.3064,88.1667,30.45,93,100,4.29,RU,1682949283
416,jatai,-17.8814,-51.7144,80.49,50,0,3.13,BR,1682949283
417,wanning,18.8003,110.3967,77.36,87,29,5.44,CN,1682949284
418,naze,28.3667,129.4833,65.32,61,100,11.56,JP,1682949284
419,georgetown,5.4112,100.3354,85.93,89,40,8.05,MY,1682949022
420,lowestoft,52.4752,1.7516,62.08,61,65,8.23,GB,1682949284
421,berlevag,70.8578,29.0864,37.4,87,100,10.36,NO,1682949284
422,mareeba,-17.0,145.4333,72.32,90,36,2.48,AU,1682949284
423,chernyshevskiy,63.0128,112.4714,15.6,93,15,2.59,RU,1682949285
424,taft,31.7471,54.2088,82.35,14,20,6.91,IR,1682949285
425,puerto narino,-3.7703,-70.3831,73.74,97,100,2.06,CO,1682949285
426,chifeng,42.2683,118.9636,60.62,33,100,7.65,CN,1682949285
427,kharan,28.5833,65.4167,79.34,32,100,13.04,PK,1682949285
428,sur,22.5667,59.5289,87.94,54,0,3.98,OM,1682949285
429,merauke,-8.4667,140.3333,79.05,88,96,11.27,ID,1682949286
430,strezhevoy,60.7333,77.5889,28.96,82,67,9.17,RU,1682949286
431,florida,28.7505,-82.5001,76.82,62,0,1.01,US,1682949014
432,samsun,41.25,36.3333,58.89,51,75,13.8,TR,1682949286
433,rehoboth,-23.3167,17.0833,83.01,23,99,7.81,NA,1682949286
434,la orilla,17.9833,-102.2333,75.22,53,98,2.93,MX,1682949287
435,bradford,53.7939,-1.7521,61.83,74,40,12.66,GB,1682949287
436,anadyr,64.75,177.4833,3.7,92,0,11.18,RU,1682949287
437,troitskoye,52.9821,84.6757,35.89,67,100,6.35,RU,1682949287
438,candelaria,13.9311,121.4233,82.38,90,8,6.53,PH,1682949287
439,tamiahua,21.2667,-97.45,75.78,71,68,9.71,MX,1682949287
440,chitapur,17.1167,77.0833,90.75,34,51,0.49,IN,1682949288
441,graham,47.0529,-122.2943,50.59,89,100,0.0,US,1682949032
442,arlit,18.7369,7.3853,105.24,6,3,4.09,NE,1682949131
443,kerteminde,55.449,10.6577,53.92,65,100,11.63,DK,1682949288
444,linhares,-19.3911,-40.0722,82.45,63,97,2.06,BR,1682949288
445,bullhead city,35.1478,-114.5683,80.71,23,0,3.0,US,1682949288
446,port keats,-14.25,129.55,77.49,56,59,6.87,AU,1682949289
447,gejiu,23.306,103.1635,57.33,84,5,4.5,CN,1682949289
448,bethel,41.3712,-73.414,56.53,65,20,14.97,US,1682949289
449,fuerte olimpo,-21.0415,-57.8738,85.23,61,27,6.33,PY,1682949289
450,sangre grande,10.5835,-61.1177,85.96,64,2,9.66,TT,1682949289
451,luanda,-8.8368,13.2343,89.6,62,40,12.66,AO,1682949059
452,hazorasp,41.3194,61.0742,85.84,9,77,19.89,UZ,1682949290
453,kurumkan,54.3,110.3,36.66,65,1,8.01,RU,1682949290
454,tadine,-21.55,167.8833,75.54,79,100,9.55,NC,1682949290
455,inhambane,-23.865,35.3833,80.58,74,40,9.22,MZ,1682949290
456,dieburg,49.8989,8.8444,70.39,41,100,2.35,DE,1682949274
457,semme,46.1963,1.5007,61.21,63,84,9.93,FR,1682949290
458,berezovka,53.7214,25.4993,54.21,37,12,5.21,BY,1682949291
459,saint-pierre,-21.3393,55.4781,79.57,73,20,5.75,RE,1682949291
460,pahrump,36.2083,-115.9839,66.25,32,92,3.0,US,1682949291
461,belgrade,44.804,20.4651,73.24,46,40,5.75,RS,1682949291
462,tumut,-35.3,148.2167,51.19,88,99,1.01,AU,1682949291
463,libreville,0.3925,9.4537,87.82,70,20,9.22,GA,1682949291
464,lithgow,-33.4833,150.15,41.65,92,37,8.43,AU,1682949292
465,verkhoyansk,67.5447,133.385,27.23,91,100,2.95,RU,1682949292
466,chiredzi,-21.05,31.6667,82.51,38,2,8.3,ZW,1682949292
467,carutapera,-1.195,-46.02,85.14,69,56,6.4,BR,1682949292
468,srednekolymsk,67.45,153.6833,25.39,94,100,7.74,RU,1682949292
469,tankhoy,51.5528,105.1306,33.31,99,100,3.96,RU,1682949292
470,richmond,37.5538,-77.4603,57.24,60,0,16.11,US,1682949210
471,sidi ali,36.0998,0.4206,70.93,58,0,17.72,DZ,1682949293
472,guerrero negro,27.9769,-114.0611,58.59,75,100,9.75,MX,1682949293
473,oktyabrskoye,43.0645,44.7417,51.94,87,100,11.18,RU,1682949293
474,inirida,3.8653,-67.9239,83.25,78,23,2.04,CO,1682949293
475,grafton,42.207,-71.6856,56.8,83,100,16.11,US,1682949293
476,linxi,39.7,118.4333,59.63,49,100,12.39,CN,1682949293
477,myitkyina,25.3833,97.4,72.61,81,94,2.37,MM,1682949294
478,haines junction,60.7522,-137.5108,26.55,86,24,1.14,CA,1682949294
479,itupiranga,-5.1347,-49.3267,79.12,99,100,1.54,BR,1682949294
480,praya,14.9215,-23.5087,86.54,32,20,18.41,CV,1682949294
481,kavaratti,10.5669,72.642,84.94,70,100,9.98,IN,1682949294
482,kirakira,-10.4544,161.9205,81.64,83,100,11.16,SB,1682949294
483,santa clarita,34.3917,-118.5426,57.16,90,100,3.0,US,1682949222
484,lalibela,12.0333,39.0333,68.58,52,90,1.07,ET,1682949295
485,bitung,1.4451,125.1824,79.65,80,100,3.67,ID,1682949295
486,dunedin,-45.8742,170.5036,53.17,94,96,9.66,NZ,1682949295
487,erenhot,43.6475,111.9767,63.81,28,97,8.03,CN,1682949295
488,venado tuerto,-33.7456,-61.9688,61.36,26,0,6.08,AR,1682949295
489,winneba,5.3511,-0.6231,85.06,70,66,12.73,GH,1682949295
490,kokstad,-30.5472,29.4241,72.16,36,98,1.43,ZA,1682949296
491,bor,56.3567,44.0669,49.93,80,100,7.74,RU,1682949296
492,vrangel,42.7297,133.0839,44.58,72,37,5.84,RU,1682949296
493,saint-leu,-21.15,55.2833,81.43,91,6,5.17,RE,1682949296
494,itoman,26.1247,127.6694,71.62,61,20,11.5,JP,1682949296
495,kanchanaburi,14.6333,99.1,82.51,70,31,1.25,TH,1682949296
496,lillesand,58.2488,8.3778,52.34,93,75,10.36,NO,1682949297
497,tres arroyos,-38.3739,-60.2798,54.75,36,0,10.65,AR,1682949297
498,richards bay,-28.783,32.0377,77.4,69,3,16.31,ZA,1682949297
499,dali,25.7,100.1833,58.26,70,4,5.61,CN,1682949297
500,fairlie,55.756,-4.8556,63.23,74,75,13.04,GB,1682949297
501,faya,18.3851,42.4509,62.71,49,26,9.55,SA,1682949297
502,silver city,32.7701,-108.2803,64.69,24,0,9.22,US,1682949298
503,khorramshahr,30.4397,48.1664,94.96,10,0,19.57,IR,1682949298
504,constitucion,-35.3333,-72.4167,53.51,56,4,8.32,CL,1682949122
505,malinovoye ozero,51.6753,79.7825,40.48,54,100,12.46,RU,1682949298
506,klichka,50.4457,117.996,62.87,19,100,10.18,RU,1682949298
507,grindavik,63.8424,-22.4338,42.75,52,75,9.22,IS,1682949298
508,bandarbeyla,9.4942,50.8122,85.01,78,97,18.01,SO,1682949299
509,utiel,39.5667,-1.2,79.25,10,1,1.52,ES,1682949299
510,kimbe,-5.5502,150.1429,77.16,93,81,4.0,PG,1682949299
511,helong,42.5397,128.9972,43.21,69,2,4.74,CN,1682949299
512,carroll,39.5501,-77.0164,54.82,58,75,14.97,US,1682949299
513,cap malheureux,-19.9842,57.6142,77.47,80,6,3.02,MU,1682949299
514,sorland,67.667,12.6934,40.86,81,40,18.41,NO,1682949300
515,grand gaube,-20.0064,57.6608,81.0,80,9,3.6,MU,1682949300
516,butembo,0.15,29.2833,59.92,99,100,2.35,CD,1682949300
517,phalaborwa,-23.943,31.1411,78.08,41,10,4.23,ZA,1682949230
518,anchorage,61.2181,-149.9003,44.53,77,100,5.75,US,1682949300
519,meylan,45.2199,5.7901,63.84,96,98,4.61,FR,1682949300
520,baoning,25.3378,110.026,78.66,61,75,6.71,CN,1682949301
521,poum,-20.2333,164.0167,76.48,82,100,26.64,NC,1682949301
522,meadow lake,34.8014,-106.5436,57.47,45,14,4.47,US,1682949301
523,timra,62.487,17.3257,42.48,56,100,13.8,SE,1682949301
524,yangambi,0.8102,24.4336,81.05,71,62,2.01,CD,1682949301
525,diu,20.7141,70.9822,81.82,65,0,10.04,IN,1682949302
526,coracora,-15.0333,-73.7833,58.71,47,5,3.31,PE,1682949302
527,tete,-16.1564,33.5867,84.29,51,75,11.99,MZ,1682949302
528,poli,-3.3333,36.8,68.77,73,75,9.22,TZ,1682949302
529,ternate,0.8,127.4,82.17,77,100,5.41,ID,1682949302
530,jalu,29.0331,21.5482,90.79,10,0,9.93,LY,1682949303
531,jawhar,2.7809,45.5005,85.03,63,99,12.59,SO,1682949303
532,birnin kebbi,12.4539,4.1975,103.37,16,77,2.37,NG,1682949303
533,forio,40.7342,13.8646,62.89,94,99,15.99,IT,1682949303
534,tuatapere,-46.1333,167.6833,50.72,82,99,3.96,NZ,1682949303
535,hosanagara,13.9167,75.0667,73.94,78,100,3.98,IN,1682949304
536,sakakah,29.9697,40.2064,83.77,15,0,4.76,SA,1682949304
537,kjopsvik,68.097,16.3742,44.47,79,95,4.74,NO,1682949304
538,rudnichnyy,59.617,52.4703,58.19,66,100,12.33,RU,1682949304
539,grand-santi,4.25,-54.3833,84.85,65,69,4.79,GF,1682949305
540,whitehorse,60.7161,-135.0538,38.17,73,75,7.0,CA,1682949305
541,kizukuri,40.8061,140.3861,49.95,87,100,12.93,JP,1682949305
542,harper,4.375,-7.7169,83.08,69,97,3.94,LR,1682949305
543,cavalcante,-13.7975,-47.4583,82.24,50,0,4.43,BR,1682949305
544,flinders,-34.5833,150.8552,56.37,73,0,10.0,AU,1682949306
545,tura,25.5198,90.2201,75.18,70,100,2.71,IN,1682949306
546,great falls,47.5002,-111.3008,55.69,81,0,3.44,US,1682949012
547,huambo,-12.7761,15.7392,78.6,34,20,10.36,AO,1682949306
548,sola,-13.8833,167.55,82.33,81,39,21.74,VU,1682949306
549,darnah,32.767,22.6367,73.98,50,66,17.38,LY,1682949307
550,ambad,19.6167,75.8,87.49,24,53,1.23,IN,1682949307
551,halifax,44.6453,-63.5724,46.69,95,100,28.77,CA,1682949039
552,saint-augustin,51.226,-58.6502,41.63,54,6,13.85,CA,1682949307
553,abu dhabi,24.4667,54.3667,95.11,34,0,8.05,AE,1682949087
554,nsanje,-16.92,35.262,78.24,64,96,4.52,MW,1682949308
555,aykhal,66.0,111.5,26.78,95,100,28.19,RU,1682949308
556,westport,41.1415,-73.3579,58.08,64,0,13.8,US,1682949066
557,popondetta,-8.7537,148.2534,75.27,91,26,3.02,PG,1682949308
558,hofn,64.2539,-15.2082,38.57,52,9,6.17,IS,1682949308
559,teya,60.3778,92.6267,28.27,98,100,2.73,RU,1682949308
560,longyearbyen,78.2186,15.6401,10.24,52,0,9.22,SJ,1682949309
561,celestun,20.8667,-90.4,74.43,61,25,6.89,MX,1682949309
562,yarim,14.298,44.3779,56.53,80,100,1.59,YE,1682949309
563,north highlands,38.6857,-121.3722,53.46,77,100,16.11,US,1682949309
564,marawi,7.9986,124.2928,70.52,92,100,0.38,PH,1682949309
565,wattegama,6.7989,81.4808,76.06,92,100,3.58,LK,1682949309
566,palu,-0.8917,119.8707,78.24,96,89,1.39,ID,1682949310
567,camocim,-2.9022,-40.8411,84.07,70,100,8.41,BR,1682949310
568,nome,64.5011,-165.4064,36.16,69,0,20.71,US,1682949310
569,kailua,21.4022,-157.7394,75.15,85,58,4.0,US,1682949310
570,kiunga,-6.1219,141.2906,74.73,99,100,1.52,PG,1682949310
571,touros,-5.1989,-35.4608,86.16,58,92,12.33,BR,1682949311
572,nyurba,63.2842,118.3319,31.46,98,100,6.35,RU,1682949311
573,kudahuvadhoo,2.6708,72.8944,82.87,78,100,15.84,MV,1682949311
574,alekseyevsk,57.8406,108.3492,29.23,93,100,2.59,RU,1682949311
575,urucara,-2.5364,-57.76,81.39,88,100,3.96,BR,1682949311
576,djibo,14.1022,-1.6306,103.93,15,4,4.05,BF,1682949311
577,niimi,34.9833,133.4667,53.55,82,0,3.96,JP,1682949312
578,reconquista,-29.15,-59.65,59.85,69,100,13.53,AR,1682949312
